Skills,Interests,CGPA,Experience,Career
PyTorch,Research,3.64,Yes,Data Scientist
Python,Software Development,3.66,Yes,Backend Developer
Python,Software Development,3.08,No,Product Manager
Excel,Data Analytics,3.75,Yes,Business Analyst
Figma,UI/UX Design,3.77,Yes,Product Manager
Python,Automation,3.56,No,Cloud Solutions Architect
Java,Automation,3.69,Yes,Software Engineer
NumPy,Machine Learning,3.24,No,AI Engineer
SQL,Backend Development,3.22,No,Backend Developer
Linux,Machine Learning,3.23,Yes,Machine Learning Engineer
JavaScript,Software Development,3.38,No,Full Stack Developer
Azure,DevOps,3.24,No,Cloud Engineer
PostgreSQL,Backend Development,3.25,No,Backend Developer
Dart,Web Development,3.64,Yes,Mobile App Developer
Python,Research,3.18,No,Cyber Security Analyst
Python,Robotics,3.46,No,AI Engineer
Python,Software Development,3.0,Yes,Database Administrator
PyTorch,Research,3.36,Yes,Data Scientist
Ethical Hacking,Cyber Security,3.82,Yes,Cyber Security Analyst
Cloud Computing,DevOps,3.64,Yes,Cloud Solutions Architect
Docker,Networking,3.11,Yes,System Administrator
Excel,Research,3.0,Yes,Data Analyst
Python,Automation,2.96,Yes,QA Engineer
Python,Machine Learning,3.24,No,Machine Learning Engineer
Figma,Web Development,3.25,Yes,UI/UX Designer
Cyber Security,Networking,3.29,Yes,Network Engineer
Node.js,Web Development,2.72,No,Full Stack Developer
Python,Cloud Computing,3.91,No,Cloud Engineer
Kubernetes,Cloud Computing,3.56,No,DevOps Engineer
SQL,Research,3.31,No,Cyber Security Analyst
AWS,Networking,3.83,Yes,Cloud Solutions Architect
Node.js,Web Development,2.82,Yes,Frontend Developer
Kubernetes,Networking,3.96,Yes,Cloud Solutions Architect
MySQL,Business Intelligence,3.18,Yes,Business Analyst
SQL,Business Intelligence,3.9,Yes,Business Analyst
Kubernetes,DevOps,3.82,Yes,Cloud Solutions Architect
PyTorch,Machine Learning,3.72,No,AI Engineer
Power BI,Research,3.31,Yes,Business Analyst
Node.js,Web Development,3.68,Yes,Frontend Developer
React,Web Development,3.66,Yes,Full Stack Developer
Node.js,Database Management,3.49,No,Full Stack Developer
Figma,Software Development,3.69,Yes,Product Manager
TypeScript,UI/UX Design,2.73,Yes,Frontend Developer
REST APIs,Software Development,3.2,No,QA Engineer
Data Analysis,Business Intelligence,3.38,Yes,Business Analyst
SQL,Web Development,2.78,Yes,Full Stack Developer
REST APIs,Research,3.8,No,Software Engineer
Kubernetes,Automation,3.2,No,Cloud Engineer
Docker,Database Management,3.53,No,Database Administrator
PyTorch,Artificial Intelligence,3.02,No,Data Scientist
Terraform,Cloud Computing,3.21,Yes,Cloud Engineer
Docker,Data Analytics,3.86,No,Database Administrator
Power BI,Business Intelligence,3.24,Yes,Business Analyst
Kubernetes,Cloud Computing,3.89,No,Cloud Solutions Architect
AWS,Networking,3.06,No,Cyber Security Analyst
Cloud Computing,Networking,3.31,Yes,Cloud Solutions Architect
CI/CD,DevOps,3.07,No,DevOps Engineer
Git,Software Development,3.62,Yes,Flutter Developer
MongoDB,Software Development,3.03,Yes,Full Stack Developer
Dart,Web Development,2.69,No,Mobile App Developer
Git,Software Development,3.34,Yes,QA Engineer
Azure,Cloud Computing,3.4,Yes,Network Engineer
Azure,Automation,2.94,No,Cloud Engineer
Pandas,Data Analytics,3.29,Yes,Business Analyst
Java,Software Development,3.41,No,Backend Developer
MySQL,Software Development,3.4,No,Database Administrator
Power BI,Business Intelligence,3.26,Yes,Product Manager
Deep Learning,Artificial Intelligence,3.49,Yes,AI Engineer
SQL,Business Intelligence,3.53,Yes,Product Manager
Networking,Cloud Computing,3.63,Yes,Cyber Security Analyst
JavaScript,Mobile App Development,3.75,No,Flutter Developer
Bash,Networking,2.88,No,System Administrator
Machine Learning,Machine Learning,3.84,No,Machine Learning Engineer
Python,Web Development,3.07,Yes,QA Engineer
TypeScript,Web Development,3.08,No,Frontend Developer
Node.js,Software Development,2.87,Yes,Full Stack Developer
Pandas,Research,3.0,Yes,Data Analyst
CSS,Software Development,2.77,No,Frontend Developer
Kubernetes,Networking,3.26,Yes,Cloud Solutions Architect
Python,Web Development,3.27,Yes,QA Engineer
Cyber Security,Networking,3.63,Yes,Cyber Security Analyst
TypeScript,Software Development,2.9,Yes,Frontend Developer
R,Research,3.53,Yes,Data Scientist
GitHub,Automation,3.98,Yes,Software Engineer
Cloud Computing,Cloud Computing,3.58,Yes,Cloud Engineer
PyTorch,Research,3.89,Yes,AI Engineer
Power BI,Data Science,3.62,No,Business Intelligence Analyst
Python,Software Development,2.99,No,QA Engineer
Deep Learning,Research,3.09,Yes,Data Scientist
Python,Automation,3.49,No,Cloud Engineer
AWS,Research,2.95,Yes,Cyber Security Analyst
Linux,Automation,2.82,Yes,System Administrator
Excel,Business Intelligence,3.08,Yes,Business Intelligence Analyst
Python,Automation,3.53,Yes,Software Engineer
Data Analysis,Data Analytics,3.67,No,Business Intelligence Analyst
HTML,UI/UX Design,3.21,Yes,Frontend Developer
Linux,Cloud Computing,3.2,No,Cloud Engineer
JavaScript,UI/UX Design,2.55,No,UI/UX Designer
AWS,Automation,3.2,No,Cloud Solutions Architect
JavaScript,Database Management,3.78,Yes,Full Stack Developer
Docker,Research,3.69,No,AI Engineer
Python,Cloud Computing,2.73,Yes,System Administrator
Pandas,Research,3.71,No,Data Scientist
AWS,DevOps,3.78,No,Cloud Engineer
Networking,DevOps,3.64,Yes,Network Engineer
Pandas,Data Analytics,3.04,Yes,Database Administrator
AWS,Automation,3.35,No,Cloud Engineer
Kubernetes,Networking,3.01,Yes,Cloud Engineer
Linux,Artificial Intelligence,3.8,No,Machine Learning Engineer
Linux,DevOps,3.38,No,System Administrator
Machine Learning,Machine Learning,3.73,No,Machine Learning Engineer
MongoDB,Database Management,3.73,Yes,Database Administrator
Deep Learning,Research,3.7,Yes,AI Engineer
PyTorch,Data Science,3.75,Yes,Machine Learning Engineer
Docker,Automation,2.79,No,System Administrator
Git,Backend Development,3.0,Yes,Backend Developer
MongoDB,Database Management,2.91,Yes,Database Administrator
Next.js,Web Development,2.85,Yes,Frontend Developer
Azure,Networking,3.71,Yes,Cloud Solutions Architect
TensorFlow,Research,3.35,No,AI Engineer
React,Web Development,3.63,Yes,Full Stack Developer
Selenium,Automation,2.9,No,QA Engineer
Linux,Research,3.57,No,Software Engineer
Figma,Business Intelligence,3.79,Yes,Product Manager
Machine Learning,Machine Learning,3.83,No,AI Engineer
React,Software Development,2.81,No,Frontend Developer
PostgreSQL,Software Development,3.13,No,Database Administrator
Tableau,Business Intelligence,3.35,Yes,Business Analyst
Security,Automation,3.75,Yes,Cloud Solutions Architect
Python,Web Development,3.38,Yes,Software Engineer
PyTorch,Research,3.5,No,Data Scientist
TensorFlow,Data Science,3.56,No,Data Scientist
AWS,Networking,2.86,Yes,Network Engineer
MongoDB,Web Development,2.89,Yes,Mobile App Developer
React,Software Development,3.12,Yes,Frontend Developer
Power BI,Data Analytics,3.36,Yes,Business Intelligence Analyst
Networking,Cloud Computing,3.5,No,Cloud Engineer
Linux,Networking,3.72,Yes,System Administrator
Machine Learning,Machine Learning,3.96,No,Data Scientist
CSS,Web Development,2.94,No,UI/UX Designer
AWS,Networking,2.98,Yes,Cloud Engineer
Next.js,Web Development,3.33,Yes,Frontend Developer
Networking,Networking,3.74,No,Cyber Security Analyst
Kubernetes,Networking,3.98,Yes,Cloud Solutions Architect
Flutter,Web Development,3.11,No,Mobile App Developer
REST APIs,Mobile App Development,3.15,No,Mobile App Developer
Linux,Software Development,2.79,No,QA Engineer
PostgreSQL,Data Analytics,3.89,Yes,Database Administrator
Machine Learning,Artificial Intelligence,3.52,Yes,Machine Learning Engineer
Deep Learning,Machine Learning,3.6,No,AI Engineer
Java,Web Development,3.35,Yes,Software Engineer
Power BI,Software Development,3.26,Yes,Product Manager
Python,Data Science,3.93,Yes,Machine Learning Engineer
Data Science,Machine Learning,3.27,Yes,Data Scientist
Linux,Automation,3.92,Yes,Machine Learning Engineer
Azure,Automation,2.85,Yes,DevOps Engineer
Deep Learning,Robotics,3.66,No,AI Engineer
Figma,Data Analytics,3.14,Yes,Product Manager
Docker,Machine Learning,3.93,Yes,Machine Learning Engineer
Data Analysis,Data Analytics,2.89,No,Business Analyst
Kubernetes,Automation,3.33,No,Cloud Engineer
Kubernetes,Automation,2.88,Yes,System Administrator
Express.js,Software Development,3.14,No,Full Stack Developer
SQL,Web Development,2.86,Yes,QA Engineer
Data Science,Data Analytics,3.47,No,Data Analyst
Git,Networking,2.81,Yes,System Administrator
Flutter,Software Development,3.62,No,Mobile App Developer
Docker,Cloud Computing,3.48,Yes,System Administrator
Power BI,Data Analytics,3.48,Yes,Product Manager
SQL,Data Science,2.93,Yes,Data Analyst
Linux,Web Development,2.64,Yes,QA Engineer
AWS,Networking,3.54,Yes,System Administrator
Git,Database Management,3.62,Yes,Full Stack Developer
Firebase,Mobile App Development,3.37,Yes,Mobile App Developer
SQL,Cloud Computing,3.01,No,Cyber Security Analyst
Tableau,Business Intelligence,2.89,Yes,Business Analyst
Tableau,Business Intelligence,3.36,Yes,Business Intelligence Analyst
Flutter,Mobile App Development,2.75,Yes,Flutter Developer
MongoDB,Mobile App Development,2.67,Yes,Flutter Developer
Docker,Software Development,2.88,Yes,DevOps Engineer
Git,Software Development,2.69,No,Mobile App Developer
Deep Learning,Machine Learning,3.23,Yes,AI Engineer
Azure,DevOps,3.09,Yes,Cloud Engineer
Git,Automation,2.65,No,QA Engineer
AWS,Networking,3.26,No,System Administrator
Docker,Robotics,3.65,Yes,AI Engineer
Java,Software Development,3.61,Yes,Backend Developer
PyTorch,Research,3.67,Yes,AI Engineer
Firebase,Web Development,3.35,No,Full Stack Developer
MySQL,Research,2.91,Yes,Business Analyst
Git,Cloud Computing,2.8,No,DevOps Engineer
Pandas,Research,3.46,Yes,Data Scientist
SQL,Data Analytics,3.23,Yes,Database Administrator
Python,Cyber Security,3.04,Yes,Cyber Security Analyst
TensorFlow,Machine Learning,3.57,No,Machine Learning Engineer
Next.js,UI/UX Design,3.78,Yes,Frontend Developer
Linux,DevOps,2.66,No,System Administrator
SQL,Cloud Computing,3.33,Yes,Network Engineer
Python,Cyber Security,3.46,Yes,Network Engineer
Kubernetes,Cloud Computing,3.69,No,Cloud Solutions Architect
Terraform,Networking,3.85,Yes,Cloud Solutions Architect
SQL,Database Management,3.65,No,Backend Developer
Linux,Data Science,3.84,No,Machine Learning Engineer
Azure,Networking,3.68,No,Network Engineer
Flutter,Web Development,2.93,No,Mobile App Developer
SQL,Database Management,3.78,Yes,Database Administrator
Figma,Mobile App Development,3.35,No,UI/UX Designer
TypeScript,Web Development,3.11,No,Frontend Developer
Networking,Automation,2.6,Yes,System Administrator
Selenium,Web Development,3.33,Yes,QA Engineer
SQL,Data Analytics,3.34,Yes,Product Manager
Firebase,Mobile App Development,2.75,Yes,Mobile App Developer
SQL,Database Management,2.75,No,Backend Developer
PostgreSQL,Software Development,2.81,No,Database Administrator
REST APIs,Database Management,3.38,Yes,Backend Developer
Excel,Data Science,3.11,Yes,Data Analyst
Cloud Computing,DevOps,3.43,Yes,Cloud Engineer
Git,Software Development,3.11,Yes,Software Engineer
Power BI,Business Intelligence,3.64,Yes,Product Manager
MongoDB,Software Development,3.34,Yes,Full Stack Developer
Deep Learning,Artificial Intelligence,3.28,Yes,Machine Learning Engineer
Linux,Data Science,3.35,No,Machine Learning Engineer
Azure,DevOps,2.89,No,Network Engineer
REST APIs,Software Development,2.83,No,QA Engineer
MySQL,Database Management,3.52,Yes,Backend Developer
NumPy,Automation,3.66,No,Machine Learning Engineer
Git,Cloud Computing,3.12,No,Cloud Engineer
Python,Machine Learning,3.08,No,Data Scientist
Linux,Artificial Intelligence,3.73,Yes,Machine Learning Engineer
Oracle,Database Management,3.85,Yes,Database Administrator
TypeScript,Web Development,3.5,No,Frontend Developer
JavaScript,Web Development,3.63,Yes,QA Engineer
MongoDB,Software Development,3.33,Yes,Database Administrator
CSS,Software Development,2.86,Yes,Full Stack Developer
Data Science,Artificial Intelligence,3.18,Yes,Data Scientist
Networking,Cloud Computing,3.01,No,Cyber Security Analyst
JavaScript,Web Development,3.27,No,Frontend Developer
Pandas,Machine Learning,3.7,Yes,Data Scientist
Git,Data Science,3.3,Yes,Machine Learning Engineer
Docker,Artificial Intelligence,3.5,Yes,AI Engineer
SQL,Cyber Security,2.9,No,Network Engineer
REST APIs,Mobile App Development,2.84,Yes,Flutter Developer
Azure,DevOps,3.72,Yes,Cloud Solutions Architect
Python,Business Intelligence,3.91,No,Product Manager
Pandas,Business Intelligence,3.93,Yes,Data Analyst
Firebase,Mobile App Development,2.74,No,Flutter Developer
AWS,Software Development,3.24,No,DevOps Engineer
Git,Software Development,2.62,No,Flutter Developer
Python,Business Intelligence,3.12,Yes,Product Manager
Pandas,Database Management,3.24,No,Database Administrator
Pandas,Data Analytics,3.01,Yes,Business Intelligence Analyst
Networking,Cloud Computing,3.41,Yes,Network Engineer
SQL,Cloud Computing,2.74,No,Network Engineer
SQL,Automation,3.66,Yes,QA Engineer
Deep Learning,Machine Learning,3.43,No,Machine Learning Engineer
HTML,Web Development,3.48,Yes,UI/UX Designer
JavaScript,Mobile App Development,2.62,No,Mobile App Developer
Linux,DevOps,3.21,Yes,DevOps Engineer
Kubernetes,Cloud Computing,3.26,Yes,DevOps Engineer
Networking,DevOps,3.68,Yes,Network Engineer
Power BI,Research,2.97,Yes,Business Analyst
NumPy,Business Intelligence,3.46,Yes,Data Analyst
Docker,Research,3.12,No,Cyber Security Analyst
GitHub,Cloud Computing,2.98,Yes,DevOps Engineer
Java,Software Development,2.87,No,Mobile App Developer
Firebase,Mobile App Development,3.15,No,Flutter Developer
Linux,Software Development,3.27,No,QA Engineer
GitHub,Automation,3.11,Yes,Software Engineer
C++,Software Development,2.8,No,Software Engineer
Excel,Data Analytics,2.9,No,Business Analyst
Kubernetes,Cloud Computing,3.84,Yes,DevOps Engineer
Git,Database Management,3.78,Yes,Backend Developer
Docker,DevOps,3.36,No,System Administrator
Linux,Robotics,3.65,No,AI Engineer
Docker,DevOps,3.01,Yes,Network Engineer
Python,Research,2.99,Yes,Data Analyst
Dart,Mobile App Development,3.14,No,Flutter Developer
Azure,Cloud Computing,3.25,Yes,DevOps Engineer
JavaScript,UI/UX Design,3.71,No,Frontend Developer
SQL,Automation,3.68,No,QA Engineer
Java,Database Management,3.8,Yes,Backend Developer
Figma,UI/UX Design,3.44,No,UI/UX Designer
Azure,Networking,2.95,No,Cloud Engineer
Express.js,Database Management,3.15,No,Full Stack Developer
REST APIs,Software Development,3.62,Yes,Mobile App Developer
Docker,Cyber Security,3.33,Yes,Network Engineer
MongoDB,Software Development,3.52,No,Database Administrator
Firebase,Software Development,2.9,No,Flutter Developer
Linux,DevOps,3.43,Yes,System Administrator
Python,Cloud Computing,2.82,Yes,Network Engineer
Docker,Networking,3.1,Yes,Network Engineer
Power BI,Data Analytics,3.08,Yes,Business Intelligence Analyst
MongoDB,Software Development,3.89,Yes,Full Stack Developer
Terraform,Automation,3.34,Yes,Cloud Engineer
JavaScript,Automation,2.8,No,QA Engineer
NumPy,Artificial Intelligence,3.79,Yes,AI Engineer
NumPy,Robotics,3.96,Yes,AI Engineer
Python,Networking,3.45,No,System Administrator
Python,Automation,2.64,Yes,System Administrator
Excel,Data Science,3.55,No,Business Intelligence Analyst
UI/UX,UI/UX Design,3.42,No,UI/UX Designer
REST APIs,Software Development,2.61,No,Flutter Developer
HTML,Web Development,3.54,No,UI/UX Designer
Docker,Networking,3.24,Yes,Network Engineer
MySQL,Data Analytics,3.03,Yes,Database Administrator
PostgreSQL,Data Analytics,3.35,Yes,Database Administrator
Excel,UI/UX Design,3.58,No,Product Manager
Java,Web Development,3.53,No,Software Engineer
Terraform,DevOps,3.6,Yes,Cloud Solutions Architect
Tableau,Business Intelligence,2.93,Yes,Business Analyst
Flutter,Software Development,3.11,Yes,Flutter Developer
SQL,UI/UX Design,3.2,Yes,Product Manager
Tableau,Business Intelligence,3.09,Yes,Product Manager
Linux,Cloud Computing,3.21,Yes,Cyber Security Analyst
Deep Learning,Machine Learning,3.63,No,AI Engineer
Azure,Networking,3.13,Yes,Cloud Engineer
JavaScript,Mobile App Development,2.77,No,Flutter Developer
TensorFlow,Research,3.67,No,AI Engineer
Networking,Networking,3.43,Yes,Network Engineer
TypeScript,Web Development,2.9,Yes,Full Stack Developer
Pandas,Data Analytics,3.71,No,Data Analyst
Python,Software Development,3.62,No,Product Manager
Data Analysis,Data Science,3.63,Yes,Business Intelligence Analyst
Data Analysis,Research,3.52,No,Business Analyst
Cyber Security,Cyber Security,3.71,Yes,Cyber Security Analyst
Git,Web Development,3.04,No,QA Engineer
TensorFlow,Data Science,3.08,No,Machine Learning Engineer
TypeScript,Software Development,3.31,Yes,Frontend Developer
Azure,Cyber Security,3.23,Yes,Network Engineer
Azure,Networking,2.83,No,Network Engineer
React,Database Management,3.67,Yes,Full Stack Developer
Excel,Data Science,3.82,No,Data Scientist
REST APIs,Mobile App Development,3.51,Yes,Flutter Developer
Firebase,Mobile App Development,2.92,Yes,Flutter Developer
Docker,Database Management,3.5,Yes,Backend Developer
Tableau,Software Development,3.47,Yes,Product Manager
Networking,Networking,3.63,No,Cyber Security Analyst
Excel,Artificial Intelligence,3.38,No,Data Scientist
React,Mobile App Development,2.71,Yes,Mobile App Developer
Bash,DevOps,3.25,No,DevOps Engineer
Git,Database Management,2.93,No,Backend Developer
Power BI,Software Development,3.22,Yes,Product Manager
REST APIs,Research,3.14,Yes,Software Engineer
Dart,Mobile App Development,3.57,No,Flutter Developer
Data Analysis,Business Intelligence,2.83,No,Business Intelligence Analyst
Azure,Cyber Security,2.76,No,Network Engineer
CSS,Web Development,2.55,Yes,UI/UX Designer
Git,DevOps,2.91,No,System Administrator
Ethical Hacking,Networking,3.85,No,Cyber Security Analyst
